entity,total_mentions,doc_freq
뉴타운천국,1,1
상상밖의모자들로가득한,1,1
너의슬픔이끼어들때,1,1
그여자의악몽,1,1
고통에찬빨래빨기,1,1
고통에찬빨래되기,1,1
나는안닮고나를닮은검은나나들,1,1
그녀가처음*느끼기시작했다,1,1
미혼과마혼,1,1
陰毛라는이름의隆謀,1,1
아내라는이름의아네,1,1
오빠라는이름의오바,1,1
언니라는이름의언짢음,1,1
시집세계의파편들,1,1
오빠는그런여자가좋더라,1,1
마시면문득그리운,1,1
송년회,1,1
지극한효심의노래,1,1
전의를위한변주,1,1
반사경,1,1
경진이네,1,1
겨누는것,1,1
캣콜링,1,1
한겨레,1,1
물가에발을담갔는데생각보다차가웠다그러나아무것도해명된것은없다,1,1
구곡,1,1
그것은간단한절망이다얄팍함의하느님이다,1,1
낮동안의일,1,1
침식암반,1,1
피카레스크,1,1
rYouarealone,1,1
나는천사에게말을배웠지,1,1
이팝나무아래서재채기를하면처음이될까요,1,1
용서,1,1
해감,1,1
슬픔을들키면슬픔이아니듯이,1,1
여자가되는방,1,1
달팽이사육장1,1,1
진화,1,1
침례,1,1
인면어,1,1
꽃은핀다,1,1
해저의교실에서소넌은횐달을본다,1,1
레몬옐로,1,1
안국동울음상점15,1,1
미래파一25년의젊은시인들,1,1
미래파선언,1,1
미래파이후:시의미래아미래의시,1,1
예술과정서ArtsetÉmotions,1,1
5~6억년전부터살아남은계절이다,1,1
계절이다,1,1
장콕토수첩CahierJeanCocteau,1,1
장콕토수첩,1,1
1인칭의역습二丄리卫시,1,1
타인의의미,1,1
문학Z네,1,1
싱자에익영싱에대한엉장,1,1
니의모暮二회근시익니'들이만들어내占지상들,1,1
문학3,1,1
무학괴시외,1,1
선새와엽종,1,1
오늘우리의식탁이밈준다면,1,1
복선과은유,1,1
시는아무것도모른다,1,1
첨에관한아홉소hopes。씨의에세이,1,1
젊은바퀴벌레시인들의은밀한사생활上,1,1
나쁜취향,1,1
그늘의발달,1,1
오감도작자의말,1,1
음악처럼스캔들처럼,1,1
요리의탄생,1,1
관계의영도환상의극점,1,1
거식증,1,1
개랑프라이,1,1
오이에관한편견과중독,1,1
칼의꽃,1,1
어제의상처오늘의놀이내일의침묵,1,1
아포리아의별자리들,1,1
피아노,1,1
묘지위의산책,1,1
릴리슈슈의모뜬곳1,1,1
정신현상학에부쳐횔덜린이헤겔에게보내는마지막편지,1,1
소수점이하의사람들,1,1
번개를깨물고,1,1
테레민을위한하나의시놉시스,1,1
내워크맨속의갠지스,1,1
기미-리안에게,1,1
취한말들을위한시간,1,1
우주로날아가는방3,1,1
다섯개의물체주머니를사용하는자연시간,1,1
팬옵티콘,1,1
죽은나무의구멍속에서저녁은찾아온다一베리에게,1,1
이꼬르의천식,1,1
사랑해야하는딸들,1,1
첨에관한아홉소ihopeso씨의에세이,1,1
메리제인요코하마,1,1
첨에관한아흡소hopeso씨의에세이,1,1
감각의논리J라는글,1,1
감각의논리,1,1
환상혹은관념그너머의진실,1,1
시작,1,1
그녀가처음느끼기시작했다,1,1
참좆같은풍경,1,1
사소한물음들에답함,1,1
다시올문학,1,1
문학생산의이론을위하여,1,1
권두좌담:젊은시인들의도전과가능성,1,1
운문의위기,1,1
포지션,1,1
권두좌담:한국현대시의반성과전망,1,1
앙리메쇼닉과현대비평,1,1
번역의유령들,1,1
시는주사위놀이를하지않는다,1,1
번역하는문장들,1,1
한줌의시,1,1
시학을위하여1,1,1
앙리메쇼닉리듬의시학을위하여,1,1
잠자는남자,1,1
사형을언도받은자/외줄타기곡예사,1,1
알수없는여인에게,1,1
우리귓속에서의거짓시절,1,1
시론亂,1,1
돌이되어,1,1
개종2,1,1
만년설,1,1
口들이말한다,1,1
체온의탄생,1,1
내꿈은불면이휩쓸고간폐허,1,1
거짓된눈물의역사,1,1
그사람,1,1
인과율,1,1
중국새,1,1
당신이라는세상,1,1
처I평,1,1
앙리메쇼닉과현대비평:시학•번역주체,1,1
번역의유령들！,1,1
시학을위하여L,1,1
앙리메쇼닉리듬의시학옿위하여,1,1
스테파니의비밀노트,1,1
여상남자시코쿠,1,1
트랙과들판의,1,1
미러볼•다자이칙쇼,1,1
미러볼,1,1
인간실격,1,1
CuldeSac,1,1
CuldeSnui,1,1
광기의다이아몬드,1,1
귀찮다,1,1
총체성,1,1
양다리,1,1
그속,1,1
二L속,1,1
못된삿J,1,1
사밤모양,1,1
독일,1,1
겨울동화,1,1
겨울동화저U장부분,1,1
IePartageduSensible：EsthetiqueerPolitique,1,1
ThePoliticsofAesthetics,1,1
평등의원리에대한옹호,1,1
대학신문,1,1
미학과정치,1,1
감성론과정치,1,1
교수신문,1,1
프롤레타리아의밤,1,1
DemocracyDissensusandtheAestheticsofClassStruggle：AnExchangewithJacquesRanciere,1,1
HistoricalMaterialism,1,1
정치적인것의가장자리,1,1
모더니티의다섯개역설,1,1
'불화의철학자랑씨에르,1,1
촛불은질문이다,1,1
독설의팡세,1,1
이생의꽃,1,1
쉬!,1,1
아무도모른다,1,1
냇물에철조망,1,1
웅덩이호텔캘리포니아,1,1
꽃의고요,1,1
안녕후두둑씨,1,1
목련전차,1,1
가재미,1,1
호주머니속의시,1,1
태양중독자,1,1
낡은침대의배후가되어가는사내,1,1
과속방지턱을베고눕다,1,1
무중력스웨터,1,1
너를어떻게읽어야할까,1,1
피아노악어,1,1
공기의아이,1,1
코르셋을입은거울,1,1
칸트동물원,1,1
강랑권전성시대,1,1
리트머스,1,1
부처■되기신■되기,1,1
유리창,1,1
배스킨라빈스살인사건,1,1
사람의바다,1,1
분홍색흐느낌,1,1
비정성시,1,1
흑백,1,1
곰곰•!,1,1
후르츠캔디버스0,1,1
풀밭위의식사,1,1
하노이一서울시편J,1,1
역중가,1,1
하노이一서울시편,1,1
랍스타를먹는시간,1,1
대설＜1,1,1
주치의hi,1,1
무간,1,1
기어라비평,1,1
카프카론,1,1
위숭회의XQV&,1,1
동아일보,1,1
변증법적사실주의,1,1
나는야폴짝,1,1
이스끄라,1,1
컬처뉴스,1,1
신화론,1,1
가을이라고하자,1,1
섬의하루,1,1
단념,1,1
뒤통수에대고,1,1
날아간다,1,1
무기교의기교,1,1
꽃이방안이어서피었다,1,1
물),1,1
사과를뱄지,1,1
거품,1,1
얼굴없는노래,1,1
